"","HHINCOME","DENSITY","PROPTX99","RENT","farm","ownership","acreage","se.HHINCOME","se.DENSITY","se.PROPTX99","se.RENT","se.farm","se.ownership","se.acreage","AGE","sex","race","hisp","hs","ba","employed","se.AGE","se.sex","se.race","se.hisp","se.hs","se.ba","se.employed","treated","PUMA00","distance","weights","subclass"
"98",53421.3688073965,4403.4,27.4801828912683,117.559116958655,0,0.823702770584988,0.00511660095955708,1259.289678815,0,0.70555094825713,9.53369968878698,0,0.0133661816506594,0.00291175401096644,42.4546715201941,0.539923415118423,0.453521171149876,0.500039395515215,0.655588647788336,0.132621062418254,0.955782473723191,0.547491571694803,0.0265687114586479,0.0266655778671136,0.0267299256414866,0.0260338706652761,0.0167258308022268,0.0109922297535461,0,4615,0.240899073978315,0.506493506493506,5
"100",103419.570224326,2786.6,46.8115915646792,77.4126921892066,0,0.934191241679969,0.00213776943829875,1798.47126051432,0,0.53173062166659,10.1598313319618,0,0.00711399542277886,0.000814814620185629,43.1742904992532,0.573457656271217,0.756447743629204,0.171357443534151,0.927379713031277,0.422704023898973,0.970262073960078,0.391682830083082,0.0182126132189178,0.0170487272828834,0.015667157355945,0.0119930891706584,0.0178619027369495,0.0060312798866094,0,4617,0.024567043635005,0.354545454545455,2
"101",80742.2581886464,3870.7,38.252604365101,75.6097534425516,0,0.909138409622816,0,1656.95638595177,0,0.592720256526735,8.01844840858711,0,0.00900623038883213,0,42.9336593743,0.533394310460688,0.674662136937206,0.320260583887105,0.840289703576495,0.288676920779512,0.945643246472038,0.421943261702834,0.020656070916251,0.0191280227657068,0.0208087703832726,0.0178634658326404,0.017623144848169,0.00969700131838235,0,4618,0.0747025363232989,0.253246753246753,6
"103",123333.421699022,3783.4,41.158949711514,83.8084585654326,0,0.897861548854362,0,3691.17221811328,0,0.839892977469922,9.61752943698124,0,0.0109581462074422,0,45.3077249732285,0.529725637901111,0.718880395849489,0.217994165651195,0.91122927513755,0.4712898342011,0.970200509582364,0.603199401352881,0.0258114727639193,0.0240849063544182,0.0216594138607407,0.0151116992135975,0.0257665510278099,0.00761633142459946,0,4620,0.0598401088263243,0.253246753246753,6
"106",78182.5906529437,2287.3,30.4822744871106,119.83362956227,0.00327229639427383,0.842833326444288,0.0131236308022982,2581.40237983809,0,0.766854870289021,12.2388388914812,0.00146294394341464,0.0129861324972476,0.0030963068329829,41.82816256052,0.573476136196915,0.546017808976717,0.359881273488551,0.773832767162865,0.182299366867178,0.930253817418488,0.474410321677243,0.0218150088797826,0.0222744413224013,0.0216670964668893,0.0194426371407145,0.0152754463235191,0.0118556007739417,0,4623,0.029824311751178,0.354545454545455,2
"107",81322.85056326,4093.5,32.5270242791492,102.262698767742,0,0.88704298670137,0,2378.36784177495,0,0.93730796420981,12.1009005113165,0,0.0126402593530901,0,43.2637756514783,0.563347998646279,0.663892563763345,0.343922099498508,0.812955727163646,0.279281912438852,0.929344983539981,0.577737723388694,0.0260376836262637,0.0250019577932643,0.0260071516667152,0.0218682339416747,0.0216670911679981,0.0146188338035101,0,4624,0.258612802437274,0.506493506493506,5
"108",62150.5120502208,4564.1,26.714567202012,126.365229617601,0.00156444937323009,0.810830346357209,0,1662.39119732819,0,0.764267405188689,12.0693491977004,0.00110649828620587,0.0161575481685455,0,42.1142720054482,0.576142642665882,0.595458837004133,0.561918618149174,0.701527650946463,0.146218019161417,0.912117506848891,0.602358907478948,0.0257776425863838,0.026017979992476,0.025758749011882,0.0249658330523489,0.0164802006691054,0.0146529735120803,0,4625,0.0908522771347038,0.253246753246753,6
"109",109249.998371172,1466.2,46.1043864291711,54.2171131875753,0.00285158959010111,0.921542504653794,0.00752819651786692,2029.39515354681,0,0.539960800341692,5.5363508254337,0.000869982568364869,0.00675722681284381,0.0013806145714224,42.2743538309008,0.569136058656706,0.609224289655914,0.215228301553265,0.917056712242435,0.410251089437643,0.959911769000792,0.436945787067102,0.0196289954880429,0.0198619473511095,0.0177825813231714,0.0104554211454625,0.0187365177286173,0.00816434017840211,0,4701,0.0209991778476404,0.354545454545455,2
"110",101250.664876277,3410.8,43.4793419156946,98.5137997198229,0,0.87892629747907,0.000385077579853803,2076.03816979915,0,0.668087833656126,9.73155576222015,0,0.0105607689358922,0.000385187774813434,43.351076157164,0.534924143258728,0.436224544537671,0.166745348812257,0.915838715907384,0.47514001845454,0.931364133816871,0.572769535146935,0.0236074755311989,0.0231553873396359,0.019742328232978,0.0180431941350328,0.0234397512572438,0.0125401865172138,0,4702,0.0960414204786213,0.253246753246753,6
"118",103610.848116666,2641.3,43.35641139266,138.386415824034,0,0.854497844740765,0.000588164202554083,2159.47540644429,0,0.749893573952982,12.6142405997479,0,0.0123380720773532,0.000588301659889011,40.9496682170543,0.542573643410853,0.75871007751938,0.188725581395349,0.943106976744186,0.455838759689922,0.945103875968992,0.448298329810423,0.0225757553413679,0.0192560051306379,0.0207312778544152,0.0139340774741319,0.0222063800891876,0.0125159642108631,0,5202,0.0190378660025673,0.354545454545455,2
"119",76036.5376788195,4560.4,32.0194120076597,178.533899047548,0,0.800072591646954,0,2388.24979993371,0,0.832570367951696,16.8313565554443,0,0.0166941877548384,0,38.8116580887956,0.616305380025089,0.511026179115326,0.441047164613058,0.775466898015171,0.302097377398971,0.948427260044316,0.488171974619791,0.0222950491732682,0.0235232575828073,0.0238110740845767,0.0209689434840058,0.0206045244760628,0.0109176084513927,0,5301,0.366153453172654,0.506493506493506,5
"120",59031.333776753,4353,20.7997369043396,210.280536833392,0,0.684772969137992,0,2236.84570498742,0,1.00296907521689,16.9032539144638,0,0.0222109926429088,0,39.1289195402299,0.617302681992337,0.465609195402299,0.449701149425287,0.778590038314176,0.337425287356322,0.926743295019157,0.507801442629257,0.0242130978391663,0.0249339824442683,0.0255332252166724,0.0220993568085943,0.023109995752927,0.0136680789233253,0,5302,0.0626574679791759,0.253246753246753,6
"121",92349.9013104742,3146.5,40.2769660536514,124.374409464992,0,0.861256795431827,0,2110.74682518055,0,0.6771135554987,11.0024822604847,0,0.0113977467682329,0,41.4914206797882,0.542151437172749,0.683980963546583,0.290117139762939,0.9086627785671,0.494123140816103,0.9627616767181,0.40443384221824,0.0193657104573621,0.0189496612085323,0.0182871547628921,0.0116713735945548,0.019481953504305,0.00771578392798442,0,5303,0.0842400755324996,0.253246753246753,6
"122",135399.636836459,3793.6,47.9985440891937,213.885653531542,0,0.826593360280454,0,4649.55805247677,0,0.950445153655328,22.4564079600524,0,0.0148306026427717,0,43.2173008323425,0.583079150080132,0.813705216357339,0.124515328542625,0.941593858243292,0.681163728480587,0.967443002636613,0.511929684461488,0.0210567771455266,0.019240761201995,0.0164411707983725,0.0133515379421073,0.0216151441266406,0.00718911733079936,0,5304,0.168028713581303,0.886363636363636,4
"148",36921.8147508551,488.9,17.1341040171685,53.5513211722889,0.020672657769432,0.801304406143116,0.0172858963181544,1458.66703645424,0,0.481676303442082,6.26612495993656,0.00594249230862613,0.015009340155855,0.00481647443683671,40.9251923772143,0.586634302535764,0.481175437690441,0.94525641687755,0.63840830449827,0.12828590610959,0.906548572018799,0.65248294916186,0.0313463000016244,0.0318542030544212,0.0146652778054147,0.0306039855612531,0.0217826871753647,0.0174290440362026,0,6701,0.0815057820616294,0.253246753246753,6
"151",36335.1828840861,1058.1,19.0067737579599,59.8461515757473,0.00287774030976292,0.788308995521055,0.00567431358514791,994.687190773757,0,0.498487648205384,4.78024716669243,0.00130984069876158,0.0139921811149603,0.00181654843521333,41.2446242421599,0.564203777205914,0.539560343699568,0.925807999302133,0.620665590788154,0.110808217385615,0.904632093165264,0.617570835058002,0.0283333344263995,0.0287289755475786,0.0153575444308274,0.0281665920640138,0.015726716002179,0.0174190028895891,0,6704,0.0274400340290407,0.354545454545455,2
