,PUMA00,treated,PUMA10,PUMA10_Name,HHINCOME,DENSITY,PROPTX99,RENT,farm,ownership,acreage,se.HHINCOME,se.DENSITY,se.PROPTX99,se.RENT,se.farm,se.ownership,se.acreage,AGE,sex,race,hisp,hs,ba,employed,se.AGE,se.sex,se.race,se.hisp,se.hs,se.ba,se.employed,distance,weights,PUMA00_Pop00,PUMA10_Pop00,pPUMA00_Pop00
74,4614,0,4622,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",76556.86668,2230.3,29.4399185,78.3385981,0.00559118,0.872224153,0.001453075,1598.341872,0,0.675214824,9.146562577,0.002277755,0.011875926,0.001027405,43.53823234,0.594957742,0.759805186,0.234622547,0.865792866,0.190975505,0.944334623,0.490031044,0.023311435,0.021385222,0.021092168,0.017482862,0.017310966,0.011476999,0.01451514,1,"146,951","85,504",33.35
75,4614,0,4623,Harris County (East)--Baytown City,76556.86668,2230.3,29.4399185,78.3385981,0.00559118,0.872224153,0.001453075,1598.341872,0,0.675214824,9.146562577,0.002277755,0.011875926,0.001027405,43.53823234,0.594957742,0.759805186,0.234622547,0.865792866,0.190975505,0.944334623,0.490031044,0.023311435,0.021385222,0.021092168,0.017482862,0.017310966,0.011476999,0.01451514,1,"146,951","91,446",46.62
76,4614,0,4621,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",76556.86668,2230.3,29.4399185,78.3385981,0.00559118,0.872224153,0.001453075,1598.341872,0,0.675214824,9.146562577,0.002277755,0.011875926,0.001027405,43.53823234,0.594957742,0.759805186,0.234622547,0.865792866,0.190975505,0.944334623,0.490031044,0.023311435,0.021385222,0.021092168,0.017482862,0.017310966,0.011476999,0.01451514,1,"146,951","98,196",20.03
77,4620,0,4604,Houston City (West Central)--South of I-10 & Inside Loop I-610,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","105,009",21.23
78,4620,0,4605,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","112,689",0.02
79,4620,0,4620,Houston (Southeast) & Webster Cities,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","80,273",42.43
80,4620,0,4615,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","104,161",5.48
81,4620,0,4614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","105,159",2.13
82,4620,0,4638,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","89,110",1.54
83,4620,0,4616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","104,522",3.95
84,4620,0,4619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","77,520",14.59
85,4620,0,4621,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","98,196",6.31
86,4620,0,4617,Houston City (South)--Between Loop I-610 & Beltway TX-8,123333.4217,3783.4,41.15894971,83.80845857,0,0.897861549,0,3691.172218,0,0.839892977,9.617529437,0,0.010958146,0,45.30772497,0.529725638,0.718880396,0.217994166,0.911229275,0.471289834,0.97020051,0.603199401,0.025811473,0.024084906,0.021659414,0.015111699,0.025766551,0.007616331,0.059840109,1,"108,898","80,189",2.33
87,5301,0,5305,Austin City (Northwest),76036.53768,4560.4,32.01941201,178.533899,0,0.800072592,0,2388.2498,0,0.832570368,16.83135656,0,0.016694188,0,38.81165809,0.61630538,0.511026179,0.441047165,0.775466898,0.302097377,0.94842726,0.488171975,0.022295049,0.023523258,0.023811074,0.020968943,0.020604524,0.010917608,0.366153453,1,"167,656","73,050",0.08
88,5301,0,5302,Austin City (North),76036.53768,4560.4,32.01941201,178.533899,0,0.800072592,0,2388.2498,0,0.832570368,16.83135656,0,0.016694188,0,38.81165809,0.61630538,0.511026179,0.441047165,0.775466898,0.302097377,0.94842726,0.488171975,0.022295049,0.023523258,0.023811074,0.020968943,0.020604524,0.010917608,0.366153453,1,"167,656","96,295",46.13
89,5301,0,5303,Austin City (Northeast),76036.53768,4560.4,32.01941201,178.533899,0,0.800072592,0,2388.2498,0,0.832570368,16.83135656,0,0.016694188,0,38.81165809,0.61630538,0.511026179,0.441047165,0.775466898,0.302097377,0.94842726,0.488171975,0.022295049,0.023523258,0.023811074,0.020968943,0.020604524,0.010917608,0.366153453,1,"167,656","106,490",40.41
90,5301,0,5301,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",76036.53768,4560.4,32.01941201,178.533899,0,0.800072592,0,2388.2498,0,0.832570368,16.83135656,0,0.016694188,0,38.81165809,0.61630538,0.511026179,0.441047165,0.775466898,0.302097377,0.94842726,0.488171975,0.022295049,0.023523258,0.023811074,0.020968943,0.020604524,0.010917608,0.366153453,1,"167,656","53,202",0.72
91,5301,0,5306,Austin City (Central),76036.53768,4560.4,32.01941201,178.533899,0,0.800072592,0,2388.2498,0,0.832570368,16.83135656,0,0.016694188,0,38.81165809,0.61630538,0.511026179,0.441047165,0.775466898,0.302097377,0.94842726,0.488171975,0.022295049,0.023523258,0.023811074,0.020968943,0.020604524,0.010917608,0.366153453,1,"167,656","126,357",12.66
92,5304,0,5302,Austin City (North),135399.6368,3793.6,47.99854409,213.8856535,0,0.82659336,0,4649.558052,0,0.950445154,22.45640796,0,0.014830603,0,43.21730083,0.58307915,0.813705216,0.124515329,0.941593858,0.681163728,0.967443003,0.511929684,0.021056777,0.019240761,0.016441171,0.013351538,0.021615144,0.007189117,0.168028714,1,"158,035","96,295",9.71
93,5304,0,5203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",135399.6368,3793.6,47.99854409,213.8856535,0,0.82659336,0,4649.558052,0,0.950445154,22.45640796,0,0.014830603,0,43.21730083,0.58307915,0.813705216,0.124515329,0.941593858,0.681163728,0.967443003,0.511929684,0.021056777,0.019240761,0.016441171,0.013351538,0.021615144,0.007189117,0.168028714,1,"158,035","68,967",0
94,5304,0,5306,Austin City (Central),135399.6368,3793.6,47.99854409,213.8856535,0,0.82659336,0,4649.558052,0,0.950445154,22.45640796,0,0.014830603,0,43.21730083,0.58307915,0.813705216,0.124515329,0.941593858,0.681163728,0.967443003,0.511929684,0.021056777,0.019240761,0.016441171,0.013351538,0.021615144,0.007189117,0.168028714,1,"158,035","126,357",56.59
95,5304,0,5305,Austin City (Northwest),135399.6368,3793.6,47.99854409,213.8856535,0,0.82659336,0,4649.558052,0,0.950445154,22.45640796,0,0.014830603,0,43.21730083,0.58307915,0.813705216,0.124515329,0.941593858,0.681163728,0.967443003,0.511929684,0.021056777,0.019240761,0.016441171,0.013351538,0.021615144,0.007189117,0.168028714,1,"158,035","73,050",33.7
