"","PUMA","HHINCOME","DENSITY","PROPTX99","RENT","farm","ownership","acreage","se.HHINCOME","se.DENSITY","se.PROPTX99","se.RENT","se.farm","se.ownership","se.acreage","AGE","sex","race","hisp","hs","ba","employed","se.AGE","se.sex","se.race","se.hisp","se.hs","se.ba","se.employed","treated","PScores","distance","weights","subclass"
"21",2000,81198.2962145262,387.9,34.522561314254,101.06179763725,0.0215911194608048,0.845283070615097,0.0606457451987357,2074.47216918327,0,0.68708974098677,9.72289197363451,0.00432647731162136,0.0127333594273635,0.006923308214335,42.6152973218339,0.549638193906705,0.863675202264292,0.125684227390457,0.895009479052629,0.23817788577074,0.961509706015861,0.518090667345935,0.0223240621165623,0.0159169297445879,0.0151623004529967,0.0131055496262423,0.0168206176375593,0.00859829560973278,0,1.9356979421096e-05,NA,0.0741935483870968,7
"22",2101,109212.53803277,1428.1,44.957653424942,103.305603736198,0.0114454754166456,0.892679723153091,0.0280495540250015,2617.92332787486,0,0.600560681458649,9.89426769795348,0.00284137949575581,0.00878844192531884,0.00383948602577156,41.2977719230077,0.542414966308746,0.817792393642731,0.147236938123715,0.919956026043197,0.436697404209748,0.967853521233545,0.443263417842773,0.0187480331126395,0.0156148491344957,0.0160684120396621,0.0128720701644923,0.018555401046976,0.00680628429022777,0,0.0106785214584221,NA,0.0741935483870968,7
"23",2102,113709.743487205,2343.8,48.2908270572711,70.6542470742122,0.00251234564344284,0.923828676466351,0.0208017609468547,2355.56901473142,0,0.576911371354453,7.59809529100096,0.00108879885549245,0.00788717561528732,0.00479151952030815,41.6565420144884,0.549863837815709,0.775403591833829,0.0830500329281099,0.946478472135699,0.511346848690885,0.965078404499582,0.425345139691196,0.0188379399266066,0.0164645702771245,0.0112406194844337,0.0106030419101968,0.0189603233357595,0.00713055553699423,0,0.00655625737889103,NA,0.0741935483870968,7
"24",2103,152181.149339155,4381.7,57.1765984572629,55.0120612325387,0,0.960358443321379,0.00343951498252726,3960.59387121319,0,0.560831295220529,12.3574111875861,0,0.00789006297325458,0.00153742930036845,43.1725754512095,0.541631094136149,0.704440949599341,0.0553283906238299,0.989590354227514,0.672642851793604,0.97130232906463,0.483293674510263,0.0225058138026421,0.021742131311412,0.0112012250715043,0.00401779264172954,0.0221050301467403,0.00671586137704861,0,0.142113417786425,NA,0.0741935483870968,7
"25",2104,90493.5882845366,3922.1,38.8410634622924,142.011740894978,0.00235241758591093,0.862404764175435,0,2404.45160903455,0,0.778486509640081,17.4216061327825,0.00135841707137486,0.0144106327074499,0,42.9212879252857,0.564636796443442,0.786573329130932,0.226382230479571,0.834148930876035,0.425078380306222,0.945473848348622,0.599881826968494,0.0250349158308217,0.020446291393791,0.0249775815937097,0.0235468722820909,0.0245134078916109,0.0116308064239598,0,0.536304010640895,NA,0.0741935483870968,7
"26",2201,113224.883492879,2791.8,45.9921116707248,86.1942146692905,0.000879723825089223,0.914174810713452,0.00298105466795637,2046.67903011061,0,0.504730649327283,7.42206771269117,0.000364782614200668,0.00700709457872614,0.000989954931198106,42.2635291538516,0.547439890129021,0.793598596952757,0.123708016583812,0.934722195356275,0.461709576958044,0.95331128176361,0.361338654956633,0.0160355154747186,0.0141501818200953,0.0123418156765087,0.00936624873190521,0.0161677105488045,0.00879968987663742,0,0.0878331398346421,NA,0.0741935483870968,7
"27",2202,86677.8250445969,1484.4,37.2534860933142,141.259164342604,0.0142157232230346,0.833250420843697,0.0268887716389035,1555.10838144375,0,0.604679747986187,10.5466370979571,0.00324202918099049,0.0103150446302303,0.00392812517999314,41.4395722424582,0.552115438498179,0.8328663491174,0.176940319417204,0.91776407957411,0.36848946172286,0.954188848416924,0.409720186154445,0.0168380319109592,0.0132096309433995,0.015149444304214,0.0104229284261891,0.0158871605936569,0.00799088324669848,0,0.00269768931281695,NA,0.0741935483870968,7
"28",2301,56524.167019774,2739.4,17.7845383121469,130.475812146893,0,0.739384710451977,0,3073.64281160894,0,1.00836035166545,13.6901040725134,0,0.0241843900219085,0,41.7718705414132,0.594177867888163,0.519961953392906,0.421541388200546,0.603113814422668,0.176090711121123,0.901904833420941,0.758827801062287,0.0311828827815118,0.0321861917049884,0.0332011461643818,0.0329120101733184,0.0228250628698642,0.0182602739656927,1,0.775104617402898,NA,1,1
"29",2302,99632.7601928519,7661.7,31.3096111518709,233.440729483283,0,0.685944869510533,0,5792.81425653002,0,1.42606555268578,22.5747172751348,0,0.025521536155739,0,39.7720164110638,0.654398740405432,0.660757270676578,0.373336563062995,0.735242910995716,0.406930797995549,0.927421918762206,0.491579247686453,0.0225468165108752,0.0244921102476531,0.0259753670132481,0.0249634287986095,0.0236656952018977,0.0138028791059289,1,0.0709842173181158,NA,1,8
"30",2303,45073.4489531893,3705.5,19.1985469289873,125.032027515264,0,0.788358077086916,0.020604894056766,1589.5536721802,0,0.610954504828213,9.93756482164987,0,0.01558025431931,0.0058072929823478,40.9722693336597,0.605353802038711,0.498522546465477,0.632437536062106,0.52161977864424,0.0641512073155806,0.920077631878027,0.588005710997541,0.027605749613658,0.0292616901361428,0.0270089973511396,0.0294083212002389,0.0126874799376495,0.01423525483798,1,0.289785852942998,NA,1,9
"31",2304,138086.342815689,6073.9,43.6184165981525,79.8030662088311,0,0.896300236978285,0,4797.83480529285,0,0.795275370533425,10.0776455452576,0,0.010926631485469,0,42.9499626587005,0.580358476474981,0.711874533233756,0.260853871048046,0.838710480458053,0.431839681354244,0.958551157580284,0.47388973185353,0.0217219260323595,0.0209976390396255,0.0211571291077016,0.0191211869434876,0.021544577010912,0.00784101179563962,1,0.550494294965979,NA,1,10
"32",2305,111935.464983643,4827.2,43.2112417127472,88.0777916099708,0,0.912220259980892,0,3334.87032139119,0,0.893263425976844,15.9517517962293,0,0.0135456587020007,0,44.3747625124061,0.528427619452715,0.747171416418545,0.230526017297604,0.88219197504608,0.489437118956472,0.959208847299022,0.619750664031347,0.0243026600544768,0.0225188900863773,0.0243504379520411,0.0197274634751987,0.0243394273846732,0.00981449755241499,1,0.232159403576891,NA,1,11
"33",2306,144370.031425871,5704.8,46.5513651952163,71.5063313401337,0,0.905931234611326,0,4972.20825546816,0,0.89693085557373,11.3175903883913,0,0.0125112707887969,0,43.5326307108292,0.604611111784896,0.585436551732502,0.368682764726572,0.800856245376154,0.424084023625581,0.964149272919118,0.565281123451027,0.0214555766995947,0.0232352713490164,0.0235886514582739,0.0199856680095278,0.0213564584309752,0.00861677695077904,1,0.547114805309671,NA,1,12
"34",2307,50352.98170653,6409.9,17.1151455916794,142.572611429731,0.00236044774743209,0.747358327032659,0,1432.40734326122,0,0.517357123840549,9.79718698313796,0.00118101459807569,0.0160748412412861,0,42.9054760281754,0.627667265704075,0.601536840800645,0.646175455991407,0.532337691846894,0.0906405568982256,0.933961289789511,0.645048269910403,0.0269724373205558,0.0273326787811974,0.0261145186122593,0.0291532168875915,0.0143080584429908,0.0125103817085436,1,0.915232412901298,NA,1,13
"35",2308,55357.3819297326,2729.6,25.7126054503899,142.315694359021,0.00374344138438993,0.808120154597295,0.00348527301305269,1438.55863505579,0,0.623258219430881,11.2806181274281,0.001422690904612,0.0141934669062319,0.00135143215744163,41.9880564734154,0.51986782817663,0.335884650045059,0.349774707119255,0.811006308200661,0.204157404626014,0.91269450285371,0.481017680276363,0.0222051903466638,0.020940592368892,0.0222941592230608,0.0182131693187989,0.0176837449989636,0.0117325541160551,1,0.166527838670907,NA,1,14
"36",2309,71694.9227725644,4298.1,31.6789509663787,126.011331386075,0,0.838636504878503,0.00176081867710729,2146.03582392885,0,0.782811370653529,13.1203685173971,0,0.0157293505203688,0.00124532216554391,42.455836804443,0.549467763181317,0.612997970735875,0.313912919648261,0.810281604898715,0.224091281284489,0.961995799067251,0.578816599938265,0.0273470361699017,0.0277528861669711,0.0283804770350762,0.0236281649616948,0.0221358673210278,0.0104104719750022,1,0.395054654352536,NA,1,15
"37",2310,73708.0449604173,4885.3,34.2205899323747,117.01998753664,0.00664712534908948,0.840780575622591,0.00107323378032174,2708.6505841853,0,0.891430772767696,12.8161570930886,0.00271058824640107,0.0169673628637898,0.00107351149286822,44.0032238200456,0.549063643278879,0.602129894591951,0.332777918643822,0.702140761401094,0.19332053464701,0.963849748252255,0.639028012267461,0.027143007759627,0.0275989660968792,0.0274539952491824,0.0273236204341563,0.0202910773785574,0.00863157927728676,1,0.984617051194545,NA,1,2
"38",2311,89040.9968704361,4868.8,34.0456290423534,119.56488629251,0,0.831013978718965,0,2846.03149985562,0,0.839617806382522,11.1821105135698,0,0.0140828184874349,0,40.6041484288907,0.581789344675943,0.686838934261615,0.386314716211623,0.768767315159068,0.323120178790282,0.95274828264519,0.436579591812291,0.0209361474895432,0.0195579138016864,0.0218410789102133,0.0193046101282187,0.0188847878468181,0.00868516536105821,1,0.519441837463243,NA,1,3
"39",2312,71832.3174026466,3545,30.7786033457025,116.777759601891,0,0.852052105485196,0,1713.61841183093,0,0.649342208496729,11.4116671447375,0,0.0137064727410419,0,42.9409762289407,0.553557004384953,0.678787791368567,0.214429956150473,0.836458573736441,0.214083775675052,0.956727440572352,0.50497733993737,0.023393234180091,0.0220460078006656,0.0223171552310877,0.0199669305542686,0.0186267857984827,0.00789713384166574,1,0.573426448824571,NA,1,4
"40",2313,65754.4112884045,3004,32.2888284505848,104.187857416159,0.00459147268383988,0.847643767903124,0,1408.12088305328,0,0.776127663627478,13.3581253769819,0.00187455547013118,0.0145275979161083,0,43.8155513532199,0.54208096951951,0.719229752536652,0.39228125826064,0.786189227109132,0.203542162305049,0.95896622542142,0.54602695947025,0.0265300045045498,0.0239974834230432,0.0268603324349279,0.0231044049370955,0.0200796848832872,0.0100765288149759,1,0.225089978946678,NA,1,5
"41",2314,80994.9368880003,1777.1,35.3562515808111,96.8545774266203,0.00258349693473207,0.874378214315825,0.00288460380358197,1923.20022906371,0,0.645972883603845,8.49710745101622,0.00105560896868035,0.00992007547570293,0.00107709600528822,43.473848774529,0.502280597550179,0.491230626127691,0.156571146798758,0.911970055249857,0.27381739529984,0.962300097499748,0.415402084766518,0.0202721995284159,0.0202561249359701,0.0165524021216344,0.011974027499298,0.0175436111895519,0.00720259816660845,1,0.353622401945201,NA,1,6
"42",2315,107553.643910823,5083.3,43.9204020624435,67.5227870681861,0,0.921200322562252,0,2734.11489479641,0,0.655278022580795,9.30601101795649,0,0.00957996420060281,0,42.5021328877531,0.577501474346373,0.64521328877531,0.325368586593277,0.789944957735404,0.357528995478671,0.94780813839198,0.452558912456378,0.0193979413557084,0.0198900083828456,0.0205779774626418,0.0185419086880483,0.0179688318818735,0.00813548397582364,1,0.695731329248676,NA,1,7
