State00,PUMA00,GEOID00,GISJOIN00,State10,PUMA10,GEOID10,GISJOIN10,State10_Name,PUMA10_Name,CPUMA00,CPUMA10,PUMA00_Pop00,PUMA10_Pop00,Part_Pop00,pPUMA00_Pop00,pPUMA10_Pop00,PUMA00_Pop10,PUMA10_Pop10,Part_Pop10,pPUMA00_Pop10,pPUMA10_Pop10,PUMA00_Land,PUMA10_Land,Part_Land,pPUMA00_Land,pPUMA10_Land
48,4620,4804620,G48004620,48,4638,4804638,G48004638,Texas,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,990,990,"108,898","89,110","1,679",1.54,1.88,"136,785","102,021","2,709",1.98,2.66,"114,307,421","37,471,562","2,717,831",2.38,7.25
48,4621,4804621,G48004621,48,4504,4804504,G48004504,Texas,Houston-Galveston Area Council--Montgomery County (Southeast),990,981,"161,648","55,485",0,0,0,"242,995","100,536",0,0,0,"557,557,975","383,117,719","4,325",0,0
48,4621,4804621,G48004621,48,4624,4804624,G48004624,Texas,Harris County (Northeast)--Houston City (Far Northeast),990,990,"161,648","83,075","50,008",30.94,60.2,"242,995","107,288","53,132",21.87,49.52,"557,557,975","362,696,987","55,516,882",9.96,15.31
48,4621,4804621,G48004621,48,4625,4804625,G48004625,Texas,"Harris County (North)--Houston (North), Humble Cities & Atascocita",990,990,"161,648","64,583","15,312",9.47,23.71,"242,995","111,669","21,692",8.93,19.43,"557,557,975","198,371,172","32,462,667",5.82,16.36
48,4621,4804621,G48004621,48,4627,4804627,G48004627,Texas,Harris County (Far North)--Spring,990,990,"161,648","71,576","53,462",33.07,74.69,"242,995","111,259","85,295",35.1,76.66,"557,557,975","129,662,904","98,902,299",17.74,76.28
48,4621,4804621,G48004621,48,4630,4804630,G48004630,Texas,Harris County (Far North)--Tomball City & The Woodlands (Southwest),990,990,"161,648","39,274","34,115",21.1,86.86,"242,995","100,782","71,697",29.51,71.14,"557,557,975","231,384,421","183,866,294",32.98,79.46
48,4621,4804621,G48004621,48,4632,4804632,G48004632,Texas,Harris County (Far Northwest)--Katy City (Northeast),990,990,"161,648","42,116","8,751",5.41,20.78,"242,995","101,704","11,179",4.6,10.99,"557,557,975","590,617,117","186,805,508",33.5,31.63
48,4622,4804622,G48004622,48,4605,4804605,G48004605,Texas,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,990,990,"156,588","112,689",0,0,0,"205,937","117,068",0,0,0,"550,822,816","71,740,033","9,063,368",1.65,12.63
48,4622,4804622,G48004622,48,4606,4804606,G48004606,Texas,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",990,990,"156,588","103,711","61,821",39.48,59.61,"205,937","107,861","67,501",32.78,62.58,"550,822,816","104,773,136","58,644,625",10.65,55.97
48,4622,4804622,G48004622,48,4607,4804607,G48004607,Texas,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,990,990,"156,588","94,145","20,399",13.03,21.67,"205,937","103,796","28,885",14.03,27.83,"550,822,816","162,415,697","56,399,497",10.24,34.73
48,4622,4804622,G48004622,48,4618,4804618,G48004618,Texas,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,990,990,"156,588","105,566","3,313",2.12,3.14,"205,937","102,844","3,315",1.61,3.22,"550,822,816","52,247,801","1,505,127",0.27,2.88
48,4622,4804622,G48004622,48,4622,4804622,G48004622,Texas,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",990,990,"156,588","85,504","33,539",21.42,39.23,"205,937","104,358","47,102",22.87,45.14,"550,822,816","206,852,801","100,829,889",18.31,48.74
48,4622,4804622,G48004622,48,4623,4804623,G48004623,Texas,Harris County (East)--Baytown City,990,990,"156,588","91,446","22,939",14.65,25.08,"205,937","102,874","30,140",14.64,29.3,"550,822,816","287,118,170","165,931,128",30.12,57.79
48,4622,4804622,G48004622,48,4624,4804624,G48004624,Texas,Harris County (Northeast)--Houston City (Far Northeast),990,990,"156,588","83,075","14,577",9.31,17.55,"205,937","107,288","28,994",14.08,27.02,"550,822,816","362,696,987","158,449,181",28.77,43.69
48,4623,4804623,G48004623,48,4400,4804400,G48004400,Texas,Houston-Galveston Area Council--Liberty & Chambers Counties,990,981,"155,011","96,185",0,0,0,"236,602","110,739",0,0,0,"444,615,533","4,540,662,290",498,0,0
48,4623,4804623,G48004623,48,4607,4804607,G48004607,Texas,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,990,990,"155,011","94,145","25,245",16.29,26.82,"236,602","103,796","29,279",12.37,28.21,"444,615,533","162,415,697","54,561,604",12.27,33.59
48,4623,4804623,G48004623,48,4608,4804608,G48004608,Texas,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,990,990,"155,011","98,044","34,707",22.39,35.4,"236,602","101,053","37,004",15.64,36.62,"444,615,533","77,980,294","29,234,810",6.58,37.49
48,4623,4804623,G48004623,48,4624,4804624,G48004624,Texas,Harris County (Northeast)--Houston City (Far Northeast),990,990,"155,011","83,075","18,490",11.93,22.26,"236,602","107,288","25,162",10.63,23.45,"444,615,533","362,696,987","148,725,130",33.45,41.01
48,4623,4804623,G48004623,48,4625,4804625,G48004625,Texas,"Harris County (North)--Houston (North), Humble Cities & Atascocita",990,990,"155,011","64,583","49,271",31.79,76.29,"236,602","111,669","89,977",38.03,80.57,"444,615,533","198,371,172","165,908,506",37.32,83.64
48,4623,4804623,G48004623,48,4626,4804626,G48004626,Texas,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960",990,990,"155,011","70,506","19,895",12.83,28.22,"236,602","115,461","46,111",19.49,39.94,"444,615,533","73,901,252","31,127,346",7,42.12
48,4623,4804623,G48004623,48,4627,4804627,G48004627,Texas,Harris County (Far North)--Spring,990,990,"155,011","71,576","7,403",4.78,10.34,"236,602","111,259","9,069",3.83,8.15,"444,615,533","129,662,904","15,057,638",3.39,11.61
48,4624,4804624,G48004624,48,4605,4804605,G48004605,Texas,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,990,990,"132,700","112,689",137,0.1,0.12,"158,367","117,068",243,0.15,0.21,"143,067,743","71,740,033","2,235,227",1.56,3.12
48,4624,4804624,G48004624,48,4618,4804618,G48004618,Texas,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,990,990,"132,700","105,566","6,820",5.14,6.46,"158,367","102,844","6,433",4.06,6.26,"143,067,743","52,247,801","1,891,919",1.32,3.62
48,4624,4804624,G48004624,48,4619,4804619,G48004619,Texas,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,990,990,"132,700","77,520","54,856",41.34,70.76,"158,367","101,828","76,832",48.52,75.45,"143,067,743","72,154,576","51,123,767",35.73,70.85
48,4624,4804624,G48004624,48,4620,4804620,G48004620,Texas,Houston (Southeast) & Webster Cities,990,990,"132,700","80,273","34,071",25.68,42.44,"158,367","101,918","36,661",23.15,35.97,"143,067,743","116,381,859","53,571,147",37.44,46.03
48,4624,4804624,G48004624,48,4621,4804621,G48004621,Texas,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",990,990,"132,700","98,196","36,816",27.74,37.49,"158,367","102,997","38,198",24.12,37.09,"143,067,743","161,246,879","34,245,683",23.94,21.24
48,4625,4804625,G48004625,48,4605,4804605,G48004605,Texas,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,990,990,"141,674","112,689","112,528",79.43,99.86,"149,043","117,068","116,769",78.35,99.74,"110,775,105","71,740,033","60,276,099",54.41,84.02
48,4625,4804625,G48004625,48,4606,4804606,G48004606,Texas,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",990,990,"141,674","103,711",0,0,0,"149,043","107,861",0,0,0,"110,775,105","104,773,136","108,503",0.1,0.1
48,4625,4804625,G48004625,48,4619,4804619,G48004619,Texas,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,990,990,"141,674","77,520","1,116",0.79,1.44,"149,043","101,828","1,653",1.11,1.62,"110,775,105","72,154,576","464,930",0.42,0.64
48,4625,4804625,G48004625,48,4621,4804621,G48004621,Texas,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",990,990,"141,674","98,196","25,069",17.69,25.53,"149,043","102,997","27,480",18.44,26.68,"110,775,105","161,246,879","45,545,199",41.12,28.25
48,4625,4804625,G48004625,48,4622,4804622,G48004622,Texas,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",990,990,"141,674","85,504","2,961",2.09,3.46,"149,043","104,358","3,141",2.11,3.01,"110,775,105","206,852,801","4,380,374",3.95,2.12
48,4701,4804701,G48004701,48,4901,4804901,G48004901,Texas,Fort Bend County (East)--Missouri City,993,993,"176,264","84,186","8,124",4.61,9.65,"378,044","103,625","16,817",4.45,16.23,"2,039,754,696","93,321,850","35,274,689",1.73,37.8
48,4701,4804701,G48004701,48,4902,4804902,G48004902,Texas,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,993,993,"176,264","88,068","10,682",6.06,12.13,"378,044","118,757","25,090",6.64,21.13,"2,039,754,696","128,094,875","18,473,510",0.91,14.42
48,4701,4804701,G48004701,48,4903,4804903,G48004903,Texas,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",993,993,"176,264","82,100","65,159",36.97,79.37,"378,044","104,808","86,703",22.93,82.73,"2,039,754,696","148,921,616","129,634,996",6.36,87.05
48,4701,4804701,G48004701,48,4904,4804904,G48004904,Texas,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",993,993,"176,264","53,133","45,334",25.72,85.32,"378,044","126,696","117,945",31.2,93.09,"2,039,754,696","111,585,284","107,389,600",5.26,96.24
48,4701,4804701,G48004701,48,4905,4804905,G48004905,Texas,Fort Bend County (West & South),993,993,"176,264","46,965","46,965",26.64,100,"378,044","131,489","131,489",34.78,100,"2,039,754,696","1,749,210,932","1,748,507,290",85.72,99.96
48,4701,4804701,G48004701,48,5000,4805000,G48005000,Texas,Houston-Galveston Area Council (West),993,981,"176,264","155,788",0,0,0,"378,044","170,478",0,0,0,"2,039,754,696","11,148,720,213","474,611",0.02,0
48,4702,4804702,G48004702,48,4901,4804901,G48004901,Texas,Fort Bend County (East)--Missouri City,993,993,"178,188","84,186","76,062",42.69,90.35,"207,331","103,625","86,808",41.87,83.77,"191,150,887","93,321,850","58,047,161",30.37,62.2
48,4702,4804702,G48004702,48,4902,4804902,G48004902,Texas,Fort Bend County (Northeast)--Sugar Land & Stafford Cities,993,993,"178,188","88,068","77,386",43.43,87.87,"207,331","118,757","93,667",45.18,78.87,"191,150,887","128,094,875","109,621,365",57.35,85.58
48,4702,4804702,G48004702,48,4903,4804903,G48004903,Texas,"Fort Bend County (Central)--Rosenberg City, Pecan Grove & New Territory",993,993,"178,188","82,100","16,941",9.51,20.63,"207,331","104,808","18,105",8.73,17.27,"191,150,887","148,921,616","19,286,620",10.09,12.95
48,4702,4804702,G48004702,48,4904,4804904,G48004904,Texas,"Fort Bend County (North)--Mission Bend (Southwest), Cinco Ranch & Four Corners",993,993,"178,188","53,133","7,799",4.38,14.68,"207,331","126,696","8,751",4.22,6.91,"191,150,887","111,585,284","4,195,685",2.19,3.76
48,4702,4804702,G48004702,48,4905,4804905,G48004905,Texas,Fort Bend County (West & South),993,993,"178,188","46,965",0,0,0,"207,331","131,489",0,0,0,"191,150,887","1,749,210,932",56,0,0
48,4801,4804801,G48004801,48,4802,4804802,G48004802,Texas,Houston-Galveston Area Council--Brazoria County (Central)--Alvin City,992,992,"132,703","91,940","32,304",24.34,35.14,"136,865","108,513","34,473",25.19,31.77,"2,452,731,116","1,595,269,178","665,600,023",27.14,41.72
48,4801,4804801,G48004801,48,4803,4804803,G48004803,Texas,Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City,992,992,"132,703","100,399","100,399",75.66,100,"136,865","102,392","102,392",74.81,100,"2,452,731,116","1,787,100,384","1,787,100,384",72.86,100
48,4801,4804801,G48004801,48,4905,4804905,G48004905,Texas,Fort Bend County (West & South),992,993,"132,703","46,965",0,0,0,"136,865","131,489",0,0,0,"2,452,731,116","1,749,210,932","16,078",0,0
48,4801,4804801,G48004801,48,5000,4805000,G48005000,Texas,Houston-Galveston Area Council (West),992,981,"132,703","155,788",0,0,0,"136,865","170,478",0,0,0,"2,452,731,116","11,148,720,213","14,631",0,0
48,4802,4804802,G48004802,48,4801,4804801,G48004801,Texas,Houston-Galveston Area Council--Brazoria County (North)--Pearland City,992,992,"109,064","49,428","49,428",45.32,100,"176,301","102,261","102,261",58,100,"1,062,725,584","133,056,428","133,056,428",12.52,100
48,4802,4804802,G48004802,48,4802,4804802,G48004802,Texas,Houston-Galveston Area Council--Brazoria County (Central)--Alvin City,992,992,"109,064","91,940","59,636",54.68,64.86,"176,301","108,513","74,040",42,68.23,"1,062,725,584","1,595,269,178","929,669,155",87.48,58.28
48,4901,4804901,G48004901,48,4701,4804701,G48004701,Texas,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",991,991,"115,536","159,275","115,536",100,72.54,"107,139","154,527","107,139",100,69.33,"354,357,651","757,500,940","354,357,651",100,46.78
48,4902,4804902,G48004902,48,4701,4804701,G48004701,Texas,"Galveston County (Central, South & East)--Galveston, Texas City & La Marque Cities",991,991,"134,622","159,275","43,739",32.49,27.46,"184,170","154,527","47,388",25.73,30.67,"625,454,487","757,500,940","403,143,290",64.46,53.22
48,4902,4804902,G48004902,48,4702,4804702,G48004702,Texas,Galveston County (Northwest)--League City & Friendswood City,991,991,"134,622","90,883","90,883",67.51,100,"184,170","136,782","136,782",74.27,100,"625,454,487","222,311,197","222,311,197",35.54,100
48,5000,4805000,G48005000,48,5000,4805000,G48005000,Texas,Houston-Galveston Area Council (West),981,981,"118,745","155,788","99,535",83.82,63.89,"118,119","170,478","98,856",83.69,57.99,"10,655,025,747","11,148,720,213","8,144,700,605",76.44,73.06
48,5000,4805000,G48005000,48,5100,4805100,G48005100,Texas,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",981,981,"118,745","127,388",0,0,0,"118,119","153,403",0,0,0,"10,655,025,747","7,801,708,944","1,099",0,0
48,5000,4805000,G48005000,48,5500,4805500,G48005500,Texas,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,981,981,"118,745","127,024","19,210",16.18,15.12,"118,119","138,194","19,263",16.31,13.94,"10,655,025,747","15,994,261,242","2,510,324,043",23.56,15.7
48,5100,4805100,G48005100,48,3601,4803601,G48003601,Texas,Brazos Valley COG (Outside Brazos County) & Milam County,981,981,"151,626","138,906","24,238",15.99,17.45,"178,160","149,353","24,757",13.9,16.58,"10,435,192,788","14,146,378,914","2,633,480,651",25.24,18.62
48,5100,4805100,G48005100,48,5100,4805100,G48005100,Texas,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",981,981,"151,626","127,388","127,388",84.01,100,"178,160","153,403","153,403",86.1,100,"10,435,192,788","7,801,708,944","7,801,705,521",74.76,100
48,5100,4805100,G48005100,48,5201,4805201,G48005201,Texas,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities,981,994,"151,626","69,020",0,0,0,"178,160","113,009",0,0,0,"10,435,192,788","2,173,453,256","4,936",0,0
48,5100,4805100,G48005100,48,5500,4805500,G48005500,Texas,Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties,981,981,"151,626","127,024",0,0,0,"178,160","138,194",0,0,0,"10,435,192,788","15,994,261,242","1,680",0,0
48,5201,4805201,G48005201,48,3400,4803400,G48003400,Texas,"Central Texas COG (West), Burnet & Llano Counties",994,960,"130,230","163,497",0,0,0,"227,095","176,700",0,0,0,"2,636,059,587","16,608,228,906","227,766",0.01,0
48,5201,4805201,G48005201,48,5201,4805201,G48005201,Texas,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities,994,994,"130,230","69,020","69,020",53,100,"227,095","113,009","113,009",49.76,100,"2,636,059,587","2,173,453,256","2,173,357,773",82.45,100
48,5201,4805201,G48005201,48,5203,4805203,G48005203,Texas,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",994,994,"130,230","68,967","9,891",7.6,14.34,"227,095","100,112","17,085",7.52,17.07,"2,636,059,587","115,287,794","31,900,477",1.21,27.67
48,5201,4805201,G48005201,48,5204,4805204,G48005204,Texas,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities,994,994,"130,230","55,192","51,316",39.4,92.98,"227,095","107,293","97,001",42.71,90.41,"2,636,059,587","474,340,792","430,561,436",16.33,90.77
48,5201,4805201,G48005201,48,5301,4805301,G48005301,Texas,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",994,995,"130,230","53,202",0,0,0,"227,095","107,720",0,0,0,"2,636,059,587","432,516,931","12,134",0,0
48,5202,4805202,G48005202,48,5202,4805202,G48005202,Texas,Capital Area COG--Williamson County (Southeast)--Round Rock City,994,994,"119,737","56,785","56,785",47.42,100,"195,581","102,265","102,265",52.29,100,"260,463,586","133,296,065","133,296,065",51.18,100
48,5202,4805202,G48005202,48,5203,4805203,G48005203,Texas,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",994,994,"119,737","68,967","59,076",49.34,85.66,"195,581","100,112","83,024",42.45,82.93,"260,463,586","115,287,794","83,385,806",32.01,72.33
48,5202,4805202,G48005202,48,5204,4805204,G48005204,Texas,Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities,994,994,"119,737","55,192","3,876",3.24,7.02,"195,581","107,293","10,292",5.26,9.59,"260,463,586","474,340,792","43,779,355",16.81,9.23
48,5202,4805202,G48005202,48,5302,4805302,G48005302,Texas,Austin City (North),994,995,"119,737","96,295",0,0,0,"195,581","102,799",0,0,0,"260,463,586","68,212,271","2,359",0,0
48,5301,4805301,G48005301,48,5301,4805301,G48005301,Texas,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",995,995,"167,656","53,202","1,207",0.72,2.27,"182,423","107,720","4,266",2.34,3.96,"123,088,505","432,516,931","14,393,100",11.69,3.33
48,5301,4805301,G48005301,48,5302,4805302,G48005302,Texas,Austin City (North),995,995,"167,656","96,295","77,334",46.13,80.31,"182,423","102,799","82,373",45.15,80.13,"123,088,505","68,212,271","48,394,064",39.32,70.95
48,5301,4805301,G48005301,48,5303,4805303,G48005303,Texas,Austin City (Northeast),995,995,"167,656","106,490","67,753",40.41,63.62,"182,423","124,982","73,640",40.37,58.92,"123,088,505","141,717,528","50,063,446",40.67,35.33
48,5301,4805301,G48005301,48,5305,4805305,G48005305,Texas,Austin City (Northwest),995,995,"167,656","73,050",131,0.08,0.18,"182,423","106,096",20,0.01,0.02,"123,088,505","246,740,098","270,537",0.22,0.11
48,5301,4805301,G48005301,48,5306,4805306,G48005306,Texas,Austin City (Central),995,995,"167,656","126,357","21,231",12.66,16.8,"182,423","133,459","22,124",12.13,16.58,"123,088,505","70,065,298","9,967,358",8.1,14.23
48,5302,4805302,G48005302,48,5301,4805301,G48005301,Texas,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",995,995,"159,117","53,202",0,0,0,"175,415","107,720",0,0,0,"157,585,166","432,516,931","38,938",0.02,0.01
48,5302,4805302,G48005302,48,5303,4805303,G48005303,Texas,Austin City (Northeast),995,995,"159,117","106,490","29,933",18.81,28.11,"175,415","124,982","33,353",19.01,26.69,"157,585,166","141,717,528","43,251,266",27.45,30.52
48,5302,4805302,G48005302,48,5304,4805304,G48005304,Texas,Austin City (Southeast),995,995,"159,117","99,129","70,031",44.01,70.65,"175,415","120,905","76,738",43.75,63.47,"157,585,166","140,723,545","76,664,293",48.65,54.48
48,5302,4805302,G48005302,48,5306,4805306,G48005306,Texas,Austin City (Central),995,995,"159,117","126,357","15,693",9.86,12.42,"175,415","133,459","20,757",11.83,15.55,"157,585,166","70,065,298","9,229,084",5.86,13.17
48,5302,4805302,G48005302,48,5307,4805307,G48005307,Texas,Austin City (South),995,995,"159,117","105,964","40,193",25.26,37.93,"175,415","109,837","39,524",22.53,35.98,"157,585,166","65,991,792","20,606,319",13.08,31.23
48,5302,4805302,G48005302,48,5309,4805309,G48005309,Texas,"Travis County (West, South & Outside Austin City)",995,995,"159,117","67,389","3,267",2.05,4.85,"175,415","105,571","5,043",2.87,4.78,"157,585,166","1,233,459,924","7,795,266",4.95,0.63
48,5303,4805303,G48005303,48,5304,4805304,G48005304,Texas,Austin City (Southeast),995,995,"159,944","99,129","25,198",15.75,25.42,"199,262","120,905","32,343",16.23,26.75,"185,122,172","140,723,545","14,092,503",7.61,10.01
48,5303,4805303,G48005303,48,5305,4805305,G48005305,Texas,Austin City (Northwest),995,995,"159,944","73,050","3,684",2.3,5.04,"199,262","106,096","4,551",2.28,4.29,"185,122,172","246,740,098","12,595,491",6.8,5.1
48,5303,4805303,G48005303,48,5307,4805307,G48005307,Texas,Austin City (South),995,995,"159,944","105,964","65,328",40.84,61.65,"199,262","109,837","69,634",34.95,63.4,"185,122,172","65,991,792","43,720,378",23.62,66.25
48,5303,4805303,G48005303,48,5308,4805308,G48005308,Texas,"Austin City (Southwest), Lost Creek & Barton Creek",995,995,"159,944","84,407","65,451",40.92,77.54,"199,262","112,897","89,243",44.79,79.05,"185,122,172","165,185,759","102,342,017",55.28,61.96
48,5303,4805303,G48005303,48,5309,4805309,G48005309,Texas,"Travis County (West, South & Outside Austin City)",995,995,"159,944","67,389",283,0.18,0.42,"199,262","105,571","3,491",1.75,3.31,"185,122,172","1,233,459,924","12,371,785",6.68,1
48,5304,4805304,G48005304,48,5203,4805203,G48005203,Texas,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville",995,994,"158,035","68,967",0,0,0,"169,510","100,112",3,0,0,"167,552,052","115,287,794","1,510",0,0
48,5304,4805304,G48005304,48,5302,4805302,G48005302,Texas,Austin City (North),995,995,"158,035","96,295","15,347",9.71,15.94,"169,510","102,799","16,524",9.75,16.07,"167,552,052","68,212,271","11,139,352",6.65,16.33
48,5304,4805304,G48005304,48,5305,4805305,G48005305,Texas,Austin City (Northwest),995,995,"158,035","73,050","53,255",33.7,72.9,"169,510","106,096","62,405",36.81,58.82,"167,552,052","246,740,098","105,542,335",62.99,42.77
48,5304,4805304,G48005304,48,5306,4805306,G48005306,Texas,Austin City (Central),995,995,"158,035","126,357","89,433",56.59,70.78,"169,510","133,459","90,578",53.44,67.87,"167,552,052","70,065,298","50,868,855",30.36,72.6
48,5401,4805401,G48005401,48,3400,4803400,G48003400,Texas,"Central Texas COG (West), Burnet & Llano Counties",995,960,"163,946","163,497",0,0,0,"292,004","176,700",0,0,0,"1,716,825,422","16,608,228,906","49,917",0,0
48,5401,4805401,G48005401,48,5100,4805100,G48005100,Texas,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties",995,981,"163,946","127,388",0,0,0,"292,004","153,403",0,0,0,"1,716,825,422","7,801,708,944","1,967",0,0
48,5401,4805401,G48005401,48,5201,4805201,G48005201,Texas,Capital Area COG--Williamson County (North)--Georgetown (East) & Taylor Cities,995,994,"163,946","69,020",0,0,0,"292,004","113,009",0,0,0,"1,716,825,422","2,173,453,256",499,0,0
48,5401,4805401,G48005401,48,5301,4805301,G48005301,Texas,"Travis County (Northeast)--Pflugerville, Manor Cities & Wells Branch",995,995,"163,946","53,202","51,992",31.71,97.73,"292,004","107,720","103,454",35.43,96.04,"1,716,825,422","432,516,931","418,072,759",24.35,96.66
48,5401,4805401,G48005401,48,5302,4805302,G48005302,Texas,Austin City (North),995,995,"163,946","96,295","3,614",2.2,3.75,"292,004","102,799","3,902",1.34,3.8,"1,716,825,422","68,212,271","8,676,496",0.51,12.72
48,5401,4805401,G48005401,48,5303,4805303,G48005303,Texas,Austin City (Northeast),995,995,"163,946","106,490","8,804",5.37,8.27,"292,004","124,982","17,989",6.16,14.39,"1,716,825,422","141,717,528","48,402,816",2.82,34.15
48,5401,4805401,G48005401,48,5304,4805304,G48005304,Texas,Austin City (Southeast),995,995,"163,946","99,129","3,900",2.38,3.93,"292,004","120,905","11,824",4.05,9.78,"1,716,825,422","140,723,545","49,966,749",2.91,35.51
48,5401,4805401,G48005401,48,5305,4805305,G48005305,Texas,Austin City (Northwest),995,995,"163,946","73,050","15,980",9.75,21.88,"292,004","106,096","39,120",13.4,36.87,"1,716,825,422","246,740,098","128,331,735",7.47,52.01
48,5401,4805401,G48005401,48,5307,4805307,G48005307,Texas,Austin City (South),995,995,"163,946","105,964",443,0.27,0.42,"292,004","109,837",679,0.23,0.62,"1,716,825,422","65,991,792","1,665,096",0.1,2.52
48,5401,4805401,G48005401,48,5308,4805308,G48005308,Texas,"Austin City (Southwest), Lost Creek & Barton Creek",995,995,"163,946","84,407","18,956",11.56,22.46,"292,004","112,897","23,654",8.1,20.95,"1,716,825,422","165,185,759","62,843,742",3.66,38.04
48,5401,4805401,G48005401,48,5309,4805309,G48005309,Texas,"Travis County (West, South & Outside Austin City)",995,995,"163,946","67,389","60,257",36.75,89.42,"292,004","105,571","91,382",31.29,86.56,"1,716,825,422","1,233,459,924","998,813,646",58.18,80.98
48,5402,4805402,G48005402,48,5309,4805309,G48005309,Texas,"Travis County (West, South & Outside Austin City)",995,995,"101,171","67,389","3,582",3.54,5.32,"162,762","105,571","5,655",3.47,5.36,"1,969,387,931","1,233,459,924","213,504,260",10.84,17.31
48,5402,4805402,G48005402,48,5400,4805400,G48005400,Texas,Capital Area COG (Southwest)--Hays County,995,995,"101,171","97,589","97,589",96.46,100,"162,762","157,107","157,107",96.53,100,"1,969,387,931","1,755,883,670","1,755,883,670",89.16,100
48,5500,4805500,G48005500,48,5700,4805700,G48005700,Texas,Alamo Area COG (Northeast)--Guadalupe County,996,996,"167,044","89,023","89,023",53.29,100,"240,005","131,533","131,533",54.8,100,"3,291,169,587","1,842,153,858","1,842,125,129",55.97,100
48,5500,4805500,G48005500,48,5800,4805800,G48005800,Texas,Alamo Area COG (Northeast)--Comal County,996,996,"167,044","78,021","78,021",46.71,100,"240,005","108,472","108,472",45.2,100,"3,291,169,587","1,449,037,244","1,449,037,244",44.03,100
48,5500,4805500,G48005500,48,5916,4805916,G48005916,Texas,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities",996,997,"167,044","72,016",0,0,0,"240,005","102,121",0,0,0,"3,291,169,587","183,141,089","7,214",0,0
48,5601,4805601,G48005601,48,5901,4805901,G48005901,Texas,San Antonio City (Central),997,997,"102,340","111,957","102,340",100,91.41,"97,550","106,773","97,550",100,91.36,"45,352,680","49,397,892","45,352,680",100,91.81
48,5602,4805602,G48005602,48,5901,4805901,G48005901,Texas,San Antonio City (Central),997,997,"113,367","111,957","4,997",4.41,4.46,"109,166","106,773","4,899",4.49,4.59,"66,395,757","49,397,892","2,200,799",3.31,4.46
48,5602,4805602,G48005602,48,5903,4805903,G48005903,Texas,San Antonio City (Southeast)--Inside Loop I-410,997,997,"113,367","107,690","50,489",44.54,46.88,"109,166","112,796","51,020",46.74,45.23,"66,395,757","89,656,433","27,221,601",41,30.36
48,5602,4805602,G48005602,48,5905,4805905,G48005905,Texas,San Antonio City (West)--Inside Loop I-410,997,997,"113,367","111,024","10,962",9.67,9.87,"109,166","115,089","8,772",8.04,7.62,"66,395,757","95,669,059","14,681,721",22.11,15.35
48,5602,4805602,G48005602,48,5906,4805906,G48005906,Texas,San Antonio City (Southwest)--Inside Loop I-410,997,997,"113,367","114,165","46,919",41.39,41.1,"109,166","116,642","44,475",40.74,38.13,"66,395,757","81,360,636","22,291,636",33.57,27.4
48,5603,4805603,G48005603,48,5902,4805902,G48005902,Texas,San Antonio City (Northeast)--Inside Loop I-410,997,997,"105,949","115,399",0,0,0,"115,824","116,668",0,0,0,"155,661,866","104,167,646",300,0,0
