State00,PUMA00,GEOID00,GISJOIN00,State10,PUMA10,GEOID10,GISJOIN10,State10_Name,PUMA10_Name,CPUMA00,CPUMA10,PUMA00_Pop00,PUMA10_Pop00,Part_Pop00,pPUMA00_Pop00,pPUMA10_Pop00,PUMA00_Pop10,PUMA10_Pop10,Part_Pop10,pPUMA00_Pop10,pPUMA10_Pop10,PUMA00_Land,PUMA10_Land,Part_Land,pPUMA00_Land,pPUMA10_Land
48,4502,4804502,G48004502,48,4624,4804624,G48004624,Texas,Harris County (Northeast)--Houston City (Far Northeast),981,990,"177,767","83,075",0,0,0,"247,687","107,288",0,0,0,"5,443,721,071","362,696,987","5,794",0,0
48,4503,4804503,G48004503,48,3601,4803601,G48003601,Texas,Brazos Valley COG (Outside Brazos County) & Milam County,981,981,"113,707","138,906",0,0,0,"173,187","149,353",8,0,0.01,"2,740,089,877","14,146,378,914","1,062,226",0.04,0.01
48,4503,4804503,G48004503,48,4501,4804501,G48004501,Texas,Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East),981,981,"113,707","93,804","23,411",20.59,24.96,"173,187","136,891","39,340",22.72,28.74,"2,740,089,877","1,272,001,830","601,368,349",21.95,47.28
48,4503,4804503,G48004503,48,4502,4804502,G48004502,Texas,Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West),981,981,"113,707","73,601","57,633",50.69,78.3,"173,187","114,481","90,634",52.33,79.17,"2,740,089,877","912,418,802","807,942,287",29.49,88.55
48,4503,4804503,G48004503,48,4632,4804632,G48004632,Texas,Harris County (Far Northwest)--Katy City (Northeast),981,990,"113,707","42,116",0,0,0,"173,187","101,704",0,0,0,"2,740,089,877","590,617,117","39,158",0,0.01
48,4503,4804503,G48004503,48,5000,4805000,G48005000,Texas,Houston-Galveston Area Council (West),981,981,"113,707","155,788","32,663",28.73,20.97,"173,187","170,478","43,205",24.95,25.34,"2,740,089,877","11,148,720,213","1,329,677,858",48.53,11.93
48,4601,4804601,G48004601,48,4601,4804601,G48004601,Texas,Houston City (North Central)--North of I-10 & Inside Loop I-610,990,990,"127,994","120,055","15,978",12.48,13.31,"119,119","112,805","13,365",11.22,11.85,"72,619,793","67,412,496","10,317,278",14.21,15.3
48,4601,4804601,G48004601,48,4602,4804602,G48004602,Texas,Houston City (East Central)--East of I-45 & Inside Loop I-610,990,990,"127,994","125,296","109,444",85.51,87.35,"119,119","117,002","103,792",87.13,88.71,"72,619,793","66,068,390","60,889,487",83.85,92.16
48,4601,4804601,G48004601,48,4603,4804603,G48004603,Texas,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",990,990,"127,994","106,289","2,572",2.01,2.42,"119,119","115,745","1,962",1.65,1.7,"72,619,793","57,831,030","1,413,029",1.95,2.44
48,4602,4804602,G48004602,48,4601,4804601,G48004601,Texas,Houston City (North Central)--North of I-10 & Inside Loop I-610,990,990,"146,966","120,055","51,606",35.11,42.99,"140,552","112,805","45,639",32.47,40.46,"96,240,567","67,412,496","28,191,837",29.29,41.82
48,4602,4804602,G48004602,48,4607,4804607,G48004607,Texas,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,990,990,"146,966","94,145","43,595",29.66,46.31,"140,552","103,796","40,903",29.1,39.41,"96,240,567","162,415,697","40,412,827",41.99,24.88
48,4602,4804602,G48004602,48,4608,4804608,G48004608,Texas,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,990,990,"146,966","98,044","23,366",15.9,23.83,"140,552","101,053","23,625",16.81,23.38,"96,240,567","77,980,294","15,974,392",16.6,20.49
48,4602,4804602,G48004602,48,4609,4804609,G48004609,Texas,Houston City (North)--South of Aldine & Inside Beltway TX-8,990,990,"146,966","125,136","28,399",19.32,22.69,"140,552","125,811","30,385",21.62,24.15,"96,240,567","72,850,389","11,661,511",12.12,16.01
48,4603,4804603,G48004603,48,4601,4804601,G48004601,Texas,Houston City (North Central)--North of I-10 & Inside Loop I-610,990,990,"112,240","120,055","52,471",46.75,43.71,"123,000","112,805","53,801",43.74,47.69,"69,236,028","67,412,496","28,903,176",41.75,42.88
48,4603,4804603,G48004603,48,4604,4804604,G48004604,Texas,Houston City (West Central)--South of I-10 & Inside Loop I-610,990,990,"112,240","105,009","32,792",29.22,31.23,"123,000","123,499","43,944",35.73,35.58,"69,236,028","57,249,213","23,200,871",33.51,40.53
48,4603,4804603,G48004603,48,4609,4804609,G48004609,Texas,Houston City (North)--South of Aldine & Inside Beltway TX-8,990,990,"112,240","125,136","6,923",6.17,5.53,"123,000","125,811","5,773",4.69,4.59,"69,236,028","72,850,389","5,370,242",7.76,7.37
48,4603,4804603,G48004603,48,4611,4804611,G48004611,Texas,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,990,990,"112,240","95,265","20,054",17.87,21.05,"123,000","103,124","19,482",15.84,18.89,"69,236,028","82,322,188","11,662,787",16.84,14.17
48,4603,4804603,G48004603,48,4612,4804612,G48004612,Texas,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"112,240","104,718",0,0,0,"123,000","102,895",0,0,0,"69,236,028","51,390,026","98,953",0.14,0.19
48,4604,4804604,G48004604,48,4604,4804604,G48004604,Texas,Houston City (West Central)--South of I-10 & Inside Loop I-610,990,990,"131,899","105,009","31,322",23.75,29.83,"145,239","123,499","34,668",23.87,28.07,"48,862,294","57,249,213","17,645,684",36.11,30.82
48,4604,4804604,G48004604,48,4612,4804612,G48004612,Texas,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"131,899","104,718",0,0,0,"145,239","102,895",0,0,0,"48,862,294","51,390,026","8,560",0.02,0.02
48,4604,4804604,G48004604,48,4613,4804613,G48004613,Texas,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"131,899","93,705","49,862",37.8,53.21,"145,239","106,705","59,062",40.67,55.35,"48,862,294","53,413,422","20,232,516",41.41,37.88
48,4604,4804604,G48004604,48,4614,4804614,G48004614,Texas,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",990,990,"131,899","105,159","50,715",38.45,48.23,"145,239","105,109","51,509",35.46,49.01,"48,862,294","27,125,138","10,975,536",22.46,40.46
48,4605,4804605,G48004605,48,4601,4804601,G48004601,Texas,Houston City (North Central)--North of I-10 & Inside Loop I-610,990,990,"121,881","120,055",0,0,0,"124,520","112,805",0,0,0,"71,549,412","67,412,496",206,0,0
48,4605,4804605,G48004605,48,4611,4804611,G48004611,Texas,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,990,990,"121,881","95,265","25,601",21,26.87,"124,520","103,124","28,527",22.91,27.66,"71,549,412","82,322,188","25,760,461",36,31.29
48,4605,4804605,G48004605,48,4612,4804612,G48004612,Texas,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"121,881","104,718","83,833",68.78,80.06,"124,520","102,895","82,718",66.43,80.39,"71,549,412","51,390,026","37,831,019",52.87,73.62
48,4605,4804605,G48004605,48,4613,4804613,G48004613,Texas,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"121,881","93,705","10,628",8.72,11.34,"124,520","106,705","11,519",9.25,10.8,"71,549,412","53,413,422","7,119,574",9.95,13.33
48,4605,4804605,G48004605,48,4636,4804636,G48004636,Texas,Houston City (West)--East of TX-6 & West of Beltway TX-8,990,990,"121,881","96,456","1,819",1.49,1.89,"124,520","106,977","1,756",1.41,1.64,"71,549,412","111,965,725","838,152",1.17,0.75
48,4606,4804606,G48004606,48,4609,4804609,G48004609,Texas,Houston City (North)--South of Aldine & Inside Beltway TX-8,990,990,"133,599","125,136","74,743",55.95,59.73,"128,193","125,811","72,191",56.31,57.38,"76,140,696","72,850,389","44,738,023",58.76,61.41
48,4606,4804606,G48004606,48,4610,4804610,G48004610,Texas,Houston City (North)--West of Aldine & Inside Beltway TX-8,990,990,"133,599","89,102","33,828",25.32,37.97,"128,193","104,048","31,696",24.73,30.46,"76,140,696","69,734,465","20,396,150",26.79,29.25
48,4606,4804606,G48004606,48,4611,4804611,G48004611,Texas,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,990,990,"133,599","95,265","25,028",18.73,26.27,"128,193","103,124","24,306",18.96,23.57,"76,140,696","82,322,188","11,006,522",14.46,13.37
48,4607,4804607,G48004607,48,4602,4804602,G48004602,Texas,Houston City (East Central)--East of I-45 & Inside Loop I-610,990,990,"135,809","125,296",0,0,0,"154,728","117,002",0,0,0,"84,413,208","66,068,390","20,136",0.02,0.03
48,4607,4804607,G48004607,48,4603,4804603,G48004603,Texas,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",990,990,"135,809","106,289","103,717",76.37,97.58,"154,728","115,745","113,783",73.54,98.3,"84,413,208","57,831,030","56,414,361",66.83,97.55
48,4607,4804607,G48004607,48,4604,4804604,G48004604,Texas,Houston City (West Central)--South of I-10 & Inside Loop I-610,990,990,"135,809","105,009","17,775",13.09,16.93,"154,728","123,499","20,258",13.09,16.4,"84,413,208","57,249,213","6,632,965",7.86,11.59
48,4607,4804607,G48004607,48,4616,4804616,G48004616,Texas,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,990,990,"135,809","104,522","2,685",1.98,2.57,"154,728","107,154","3,062",1.98,2.86,"84,413,208","48,254,507","1,161,934",1.38,2.41
48,4607,4804607,G48004607,48,4617,4804617,G48004617,Texas,Houston City (South)--Between Loop I-610 & Beltway TX-8,990,990,"135,809","80,189","11,632",8.56,14.51,"154,728","105,537","17,625",11.39,16.7,"84,413,208","137,242,794","20,183,812",23.91,14.71
48,4608,4804608,G48004608,48,4603,4804603,G48004603,Texas,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610",990,990,"112,952","106,289",0,0,0,"133,706","115,745",0,0,0,"139,803,162","57,831,030","3,640",0,0.01
48,4608,4804608,G48004608,48,4616,4804616,G48004616,Texas,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,990,990,"112,952","104,522","16,343",14.47,15.64,"133,706","107,154","23,720",17.74,22.14,"139,803,162","48,254,507","17,174,024",12.28,35.59
48,4608,4804608,G48004608,48,4617,4804617,G48004617,Texas,Houston City (South)--Between Loop I-610 & Beltway TX-8,990,990,"112,952","80,189","66,017",58.45,82.33,"133,706","105,537","79,506",59.46,75.33,"139,803,162","137,242,794","97,446,859",69.7,71
48,4608,4804608,G48004608,48,4618,4804618,G48004618,Texas,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,990,990,"112,952","105,566","24,927",22.07,23.61,"133,706","102,844","24,168",18.08,23.5,"139,803,162","52,247,801","12,626,262",9.03,24.17
48,4608,4804608,G48004608,48,4619,4804619,G48004619,Texas,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,990,990,"112,952","77,520","5,665",5.02,7.31,"133,706","101,828","6,312",4.72,6.2,"139,803,162","72,154,576","12,552,378",8.98,17.4
48,4609,4804609,G48004609,48,4615,4804615,G48004615,Texas,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8,990,990,"123,652","104,161","37,402",30.25,35.91,"114,811","102,526","34,827",30.33,33.97,"44,581,261","35,350,030","14,183,397",31.81,40.12
48,4609,4804609,G48004609,48,4616,4804616,G48004616,Texas,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,990,990,"123,652","104,522","81,194",65.66,77.68,"114,811","107,154","75,942",66.15,70.87,"44,581,261","48,254,507","27,609,964",61.93,57.22
48,4609,4804609,G48004609,48,4638,4804638,G48004638,Texas,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,990,990,"123,652","89,110","5,056",4.09,5.67,"114,811","102,021","4,042",3.52,3.96,"44,581,261","37,471,562","2,787,900",6.25,7.44
48,4610,4804610,G48004610,48,4636,4804636,G48004636,Texas,Houston City (West)--East of TX-6 & West of Beltway TX-8,990,990,"124,409","96,456","23,428",18.83,24.29,"128,420","106,977","21,286",16.58,19.9,"50,008,850","111,965,725","11,073,016",22.14,9.89
48,4610,4804610,G48004610,48,4637,4804637,G48004637,Texas,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",990,990,"124,409","97,995","57,280",46.04,58.45,"128,420","113,740","62,084",48.34,54.58,"50,008,850","48,128,969","24,523,574",49.04,50.95
48,4610,4804610,G48004610,48,4638,4804638,G48004638,Texas,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,990,990,"124,409","89,110","43,701",35.13,49.04,"128,420","102,021","45,050",35.08,44.16,"50,008,850","37,471,562","14,412,261",28.82,38.46
48,4611,4804611,G48004611,48,4602,4804602,G48004602,Texas,Houston City (East Central)--East of I-45 & Inside Loop I-610,990,990,"133,154","125,296","15,852",11.91,12.65,"127,242","117,002","13,210",10.38,11.29,"98,559,256","66,068,390","5,158,767",5.23,7.81
48,4611,4804611,G48004611,48,4605,4804605,G48004605,Texas,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,990,990,"133,154","112,689",0,0,0,"127,242","117,068",15,0.01,0.01,"98,559,256","71,740,033","99,925",0.1,0.14
48,4611,4804611,G48004611,48,4606,4804606,G48004606,Texas,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf",990,990,"133,154","103,711","41,890",31.46,40.39,"127,242","107,861","40,360",31.72,37.42,"98,559,256","104,773,136","46,020,008",46.69,43.92
48,4611,4804611,G48004611,48,4607,4804607,G48004607,Texas,Houston City (Northeast)--Between Loop I-610 & Beltway TX-8,990,990,"133,154","94,145","4,906",3.68,5.21,"127,242","103,796","4,729",3.72,4.56,"98,559,256","162,415,697","11,041,770",11.2,6.8
48,4611,4804611,G48004611,48,4618,4804618,G48004618,Texas,Houston City (Southeast)--West of Pasadena City & Outside Loop I-610,990,990,"133,154","105,566","70,506",52.95,66.79,"127,242","102,844","68,928",54.17,67.02,"98,559,256","52,247,801","36,224,493",36.75,69.33
48,4611,4804611,G48004611,48,4619,4804619,G48004619,Texas,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,990,990,"133,154","77,520",0,0,0,"127,242","101,828",0,0,0,"98,559,256","72,154,576","14,294",0.01,0.02
48,4612,4804612,G48004612,48,4612,4804612,G48004612,Texas,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"118,845","104,718","16,554",13.93,15.81,"139,124","102,895","15,716",11.3,15.27,"160,357,292","51,390,026","9,430,976",5.88,18.35
48,4612,4804612,G48004612,48,4632,4804632,G48004632,Texas,Harris County (Far Northwest)--Katy City (Northeast),990,990,"118,845","42,116",0,0,0,"139,124","101,704",0,0,0,"160,357,292","590,617,117","305,652",0.19,0.05
48,4612,4804612,G48004612,48,4634,4804634,G48004634,Texas,Harris County (West)--Houston City (West)--North of US-90 & West of TX-6,990,990,"118,845","48,911","3,248",2.73,6.64,"139,124","101,713","4,627",3.33,4.55,"160,357,292","68,884,408","17,398,845",10.85,25.26
48,4612,4804612,G48004612,48,4635,4804635,G48004635,Texas,Houston City (West)--South of I-10 & West of TX-6,990,990,"118,845","82,962","1,482",1.25,1.79,"139,124","105,588","4,928",3.54,4.67,"160,357,292","101,460,010","45,493,844",28.37,44.84
48,4612,4804612,G48004612,48,4636,4804636,G48004636,Texas,Houston City (West)--East of TX-6 & West of Beltway TX-8,990,990,"118,845","96,456","38,799",32.65,40.22,"139,124","106,977","43,198",31.05,40.38,"160,357,292","111,965,725","59,919,322",37.37,53.52
48,4612,4804612,G48004612,48,4637,4804637,G48004637,Texas,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",990,990,"118,845","97,995","38,502",32.4,39.29,"139,124","113,740","49,049",35.26,43.12,"160,357,292","48,128,969","20,802,769",12.97,43.22
48,4612,4804612,G48004612,48,4638,4804638,G48004638,Texas,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,990,990,"118,845","89,110","20,260",17.05,22.74,"139,124","102,021","21,606",15.53,21.18,"160,357,292","37,471,562","7,005,882",4.37,18.7
48,4613,4804613,G48004613,48,4613,4804613,G48004613,Texas,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"132,397","93,705","19,473",14.71,20.78,"135,013","106,705","22,442",16.62,21.03,"41,335,971","53,413,422","9,385,358",22.71,17.57
48,4613,4804613,G48004613,48,4614,4804614,G48004614,Texas,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",990,990,"132,397","105,159","52,128",39.37,49.57,"135,013","105,109","51,103",37.85,48.62,"41,335,971","27,125,138","14,284,570",34.56,52.66
48,4613,4804613,G48004613,48,4615,4804615,G48004615,Texas,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8,990,990,"132,397","104,161","60,796",45.92,58.37,"135,013","102,526","61,468",45.53,59.95,"41,335,971","35,350,030","17,666,042",42.74,49.97
48,4614,4804614,G48004614,48,4621,4804621,G48004621,Texas,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",990,990,"146,951","98,196","29,440",20.03,29.98,"158,614","102,997","31,765",20.03,30.84,"300,627,344","161,246,879","77,797,765",25.88,48.25
48,4614,4804614,G48004614,48,4622,4804622,G48004622,Texas,"Harris County (East)--Deer Park, La Porte (North) Cities & Channelview",990,990,"146,951","85,504","49,004",33.35,57.31,"158,614","104,358","54,115",34.12,51.86,"300,627,344","206,852,801","101,642,537",33.81,49.14
48,4614,4804614,G48004614,48,4623,4804623,G48004623,Texas,Harris County (East)--Baytown City,990,990,"146,951","91,446","68,507",46.62,74.92,"158,614","102,874","72,734",45.86,70.7,"300,627,344","287,118,170","121,187,042",40.31,42.21
48,4615,4804615,G48004615,48,4608,4804608,G48004608,Texas,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8,990,990,"146,298","98,044","39,971",27.32,40.77,"169,505","101,053","40,424",23.85,40,"118,307,502","77,980,294","32,771,091",27.7,42.02
48,4615,4804615,G48004615,48,4609,4804609,G48004609,Texas,Houston City (North)--South of Aldine & Inside Beltway TX-8,990,990,"146,298","125,136","15,071",10.3,12.04,"169,505","125,811","17,462",10.3,13.88,"118,307,502","72,850,389","11,080,613",9.37,15.21
48,4615,4804615,G48004615,48,4610,4804610,G48004610,Texas,Houston City (North)--West of Aldine & Inside Beltway TX-8,990,990,"146,298","89,102","46,594",31.85,52.29,"169,505","104,048","61,035",36.01,58.66,"118,307,502","69,734,465","40,993,126",34.65,58.78
48,4615,4804615,G48004615,48,4611,4804611,G48004611,Texas,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,990,990,"146,298","95,265","2,085",1.43,2.19,"169,505","103,124","1,682",0.99,1.63,"118,307,502","82,322,188","2,704,465",2.29,3.29
48,4615,4804615,G48004615,48,4626,4804626,G48004626,Texas,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960",990,990,"146,298","70,506","14,222",9.72,20.17,"169,505","115,461","15,378",9.07,13.32,"118,307,502","73,901,252","4,908,985",4.15,6.64
48,4615,4804615,G48004615,48,4628,4804628,G48004628,Texas,Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960,990,990,"146,298","87,091","28,355",19.38,32.56,"169,505","107,567","33,524",19.78,31.17,"118,307,502","78,008,537","25,849,221",21.85,33.14
48,4616,4804616,G48004616,48,4626,4804626,G48004626,Texas,"Harris County (North)--Houston City (North)--I-45, Between Beltway TX-8 & FM-1960",990,990,"124,534","70,506","36,389",29.22,51.61,"156,210","115,461","53,972",34.55,46.74,"116,179,596","73,901,252","37,864,922",32.59,51.24
48,4616,4804616,G48004616,48,4627,4804627,G48004627,Texas,Harris County (Far North)--Spring,990,990,"124,534","71,576","10,711",8.6,14.96,"156,210","111,259","16,895",10.82,15.19,"116,179,596","129,662,904","15,702,967",13.52,12.11
48,4616,4804616,G48004616,48,4629,4804629,G48004629,Texas,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",990,990,"124,534","99,028","77,434",62.18,78.19,"156,210","109,964","85,343",54.63,77.61,"116,179,596","80,128,092","62,611,707",53.89,78.14
48,4617,4804617,G48004617,48,4629,4804629,G48004629,Texas,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249",990,990,"147,862","99,028","21,594",14.6,21.81,"289,725","109,964","24,621",8.5,22.39,"515,643,537","80,128,092","17,516,385",3.4,21.86
48,4617,4804617,G48004617,48,4630,4804630,G48004630,Texas,Harris County (Far North)--Tomball City & The Woodlands (Southwest),990,990,"147,862","39,274","5,159",3.49,13.14,"289,725","100,782","29,085",10.04,28.86,"515,643,537","231,384,421","47,518,127",9.22,20.54
48,4617,4804617,G48004617,48,4631,4804631,G48004631,Texas,Harris County (Northwest)--North of US-290 & North of FM-1960,990,990,"147,862","76,982","76,982",52.06,100,"289,725","117,605","117,605",40.59,100,"515,643,537","109,990,611","109,990,611",21.33,100
48,4617,4804617,G48004617,48,4632,4804632,G48004632,Texas,Harris County (Far Northwest)--Katy City (Northeast),990,990,"147,862","42,116","10,936",7.4,25.97,"289,725","101,704","43,778",15.11,43.04,"515,643,537","590,617,117","302,118,914",58.59,51.15
48,4617,4804617,G48004617,48,4633,4804633,G48004633,Texas,Harris County (Northwest)--South of US-290 & West of TX-6,990,990,"147,862","45,213","33,191",22.45,73.41,"289,725","100,564","74,636",25.76,74.22,"515,643,537","50,159,587","38,499,499",7.47,76.75
48,4618,4804618,G48004618,48,4610,4804610,G48004610,Texas,Houston City (North)--West of Aldine & Inside Beltway TX-8,990,990,"164,847","89,102","8,680",5.27,9.74,"254,377","104,048","11,317",4.45,10.88,"198,323,558","69,734,465","8,345,189",4.21,11.97
48,4618,4804618,G48004618,48,4611,4804611,G48004611,Texas,Houston City (Northwest)--Between Loop I-610 & Beltway TX-8,990,990,"164,847","95,265","22,497",13.65,23.62,"254,377","103,124","29,127",11.45,28.24,"198,323,558","82,322,188","31,187,952",15.73,37.89
48,4618,4804618,G48004618,48,4628,4804628,G48004628,Texas,Harris County (Northwest)--Jersey Village City--Between Beltway TX-8 & FM-1960,990,990,"164,847","87,091","58,736",35.63,67.44,"254,377","107,567","74,043",29.11,68.83,"198,323,558","78,008,537","52,159,316",26.3,66.86
48,4618,4804618,G48004618,48,4632,4804632,G48004632,Texas,Harris County (Far Northwest)--Katy City (Northeast),990,990,"164,847","42,116","4,370",2.65,10.38,"254,377","101,704","16,532",6.5,16.26,"198,323,558","590,617,117","23,797,888",12,4.03
48,4618,4804618,G48004618,48,4633,4804633,G48004633,Texas,Harris County (Northwest)--South of US-290 & West of TX-6,990,990,"164,847","45,213","12,022",7.29,26.59,"254,377","100,564","25,928",10.19,25.78,"198,323,558","50,159,587","11,660,088",5.88,23.25
48,4618,4804618,G48004618,48,4634,4804634,G48004634,Texas,Harris County (West)--Houston City (West)--North of US-90 & West of TX-6,990,990,"164,847","48,911","26,132",15.85,53.43,"254,377","101,713","56,693",22.29,55.74,"198,323,558","68,884,408","31,084,088",15.67,45.12
48,4618,4804618,G48004618,48,4636,4804636,G48004636,Texas,Houston City (West)--East of TX-6 & West of Beltway TX-8,990,990,"164,847","96,456","32,410",19.66,33.6,"254,377","106,977","40,737",16.01,38.08,"198,323,558","111,965,725","40,089,037",20.21,35.8
48,4619,4804619,G48004619,48,4612,4804612,G48004612,Texas,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"157,770","104,718","4,331",2.75,4.14,"220,632","102,895","4,461",2.02,4.34,"188,010,642","51,390,026","4,020,520",2.14,7.82
48,4619,4804619,G48004619,48,4613,4804613,G48004613,Texas,Houston (West) & Hunters Creek Village Cities--Between Loop I-610 & Beltway TX-8,990,990,"157,770","93,705","13,742",8.71,14.67,"220,632","106,705","13,682",6.2,12.82,"188,010,642","53,413,422","16,675,974",8.87,31.22
48,4619,4804619,G48004619,48,4632,4804632,G48004632,Texas,Harris County (Far Northwest)--Katy City (Northeast),990,990,"157,770","42,116","18,059",11.45,42.88,"220,632","101,704","30,215",13.69,29.71,"188,010,642","590,617,117","77,549,997",41.25,13.13
48,4619,4804619,G48004619,48,4634,4804634,G48004634,Texas,Harris County (West)--Houston City (West)--North of US-90 & West of TX-6,990,990,"157,770","48,911","19,531",12.38,39.93,"220,632","101,713","40,393",18.31,39.71,"188,010,642","68,884,408","20,401,474",10.85,29.62
48,4619,4804619,G48004619,48,4635,4804635,G48004635,Texas,Houston City (West)--South of I-10 & West of TX-6,990,990,"157,770","82,962","81,480",51.64,98.21,"220,632","105,588","100,660",45.62,95.33,"188,010,642","101,460,010","55,966,166",29.77,55.16
48,4619,4804619,G48004619,48,4636,4804636,G48004636,Texas,Houston City (West)--East of TX-6 & West of Beltway TX-8,990,990,"157,770","96,456",0,0,0,"220,632","106,977",0,0,0,"188,010,642","111,965,725","46,197",0.02,0.04
48,4619,4804619,G48004619,48,4637,4804637,G48004637,Texas,"Houston City (West)--Westpark Tollway, West of Beltway TX-8",990,990,"157,770","97,995","2,213",1.4,2.26,"220,632","113,740","2,607",1.18,2.29,"188,010,642","48,128,969","2,802,626",1.49,5.82
48,4619,4804619,G48004619,48,4638,4804638,G48004638,Texas,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8,990,990,"157,770","89,110","18,414",11.67,20.66,"220,632","102,021","28,614",12.97,28.05,"188,010,642","37,471,562","10,547,687",5.61,28.15
48,4620,4804620,G48004620,48,4604,4804604,G48004604,Texas,Houston City (West Central)--South of I-10 & Inside Loop I-610,990,990,"108,898","105,009","23,120",21.23,22.02,"136,785","123,499","24,629",18.01,19.94,"114,307,421","57,249,213","9,769,694",8.55,17.07
48,4620,4804620,G48004620,48,4605,4804605,G48004605,Texas,Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8,990,990,"108,898","112,689",24,0.02,0.02,"136,785","117,068",41,0.03,0.04,"114,307,421","71,740,033","65,414",0.06,0.09
48,4620,4804620,G48004620,48,4614,4804614,G48004614,Texas,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8",990,990,"108,898","105,159","2,316",2.13,2.2,"136,785","105,109","2,497",1.83,2.38,"114,307,421","27,125,138","1,865,032",1.63,6.88
48,4620,4804620,G48004620,48,4615,4804615,G48004615,Texas,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8,990,990,"108,898","104,161","5,963",5.48,5.72,"136,785","102,526","6,231",4.56,6.08,"114,307,421","35,350,030","3,500,591",3.06,9.9
48,4620,4804620,G48004620,48,4616,4804616,G48004616,Texas,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8,990,990,"108,898","104,522","4,300",3.95,4.11,"136,785","107,154","4,430",3.24,4.13,"114,307,421","48,254,507","2,308,585",2.02,4.78
48,4620,4804620,G48004620,48,4617,4804617,G48004617,Texas,Houston City (South)--Between Loop I-610 & Beltway TX-8,990,990,"108,898","80,189","2,540",2.33,3.17,"136,785","105,537","8,406",6.15,7.96,"114,307,421","137,242,794","19,612,123",17.16,14.29
48,4620,4804620,G48004620,48,4619,4804619,G48004619,Texas,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8,990,990,"108,898","77,520","15,883",14.59,20.49,"136,785","101,828","17,031",12.45,16.73,"114,307,421","72,154,576","7,999,207",7,11.09
48,4620,4804620,G48004620,48,4620,4804620,G48004620,Texas,Houston (Southeast) & Webster Cities,990,990,"108,898","80,273","46,202",42.43,57.56,"136,785","101,918","65,257",47.71,64.03,"114,307,421","116,381,859","62,810,712",54.95,53.97
48,4620,4804620,G48004620,48,4621,4804621,G48004621,Texas,"Houston (Southeast), Pasadena (Southeast), La Porte (South) & Seabrook (East) Cities",990,990,"108,898","98,196","6,871",6.31,7,"136,785","102,997","5,554",4.06,5.39,"114,307,421","161,246,879","3,658,231",3.2,2.27
